1,57.593143,9.96262,nan,216.2,0.11733097600000000000
2,57.593142,9.962615,nan,216.2,0.11733097611000000000
3,57.593142,9.962615,nan,216.2,0.11733097611000000000
4,57.593142,9.962615,nan,216.2,0.11733097611000000000
5,57.59314,9.962615,nan,216.2,0.11733097620000000000
6,57.59314,9.962615,nan,216.2,0.11733097620000000000
7,57.59314,9.962615,nan,216.2,0.11733097621000000000
8,57.593138,9.962615,nan,216.2,0.11733097629000000000
9,57.593138,9.962615,nan,216.2,0.11733097629000000000
10,57.593138,9.962615,nan,216.2,0.11733097630000000000
11,57.593145,9.96263,nan,216.2,0.11733097640000000000
12,57.593145,9.96263,nan,216.2,0.11733097640000000000
13,57.593145,9.96263,nan,216.2,0.11733097641000000000